feedback_id,customer_id,feedback_type,category,channel,subject,description,submitted_date,resolution_status,resolution_date,assigned_to,priority,satisfaction_score,response_time_hours,created_at
PMLA-FB000465-SYN,PMLA-C000463-SYN,PRAISE,LOAN_SERVICE,SOCIAL_MEDIA,RE: Praise - Case #59265,Synthetic feedback description for testing. Type: PRAISE. Category: CARD_SERVICE.,2023-01-11,ESCALATED,,Agent_233,MEDIUM,,52,2026-01-10 21:04:43
PMLA-FB000466-SYN,PMLA-C000540-SYN,INQUIRY,BRANCH_SERVICE,CHAT,RE: Inquiry - Case #10358,Synthetic feedback description for testing. Type: INQUIRY. Category: FEES_CHARGES.,2024-04-07,CLOSED_NO_ACTION,2024-04-08,Agent_743,MEDIUM,,7,2026-01-10 21:04:43
PMLA-FB000467-SYN,PMLA-C000904-SYN,COMPLAINT,ONLINE_BANKING,CHAT,RE: Complaint - Case #18620,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2024-02-07,RESOLVED,2024-03-05,Agent_207,MEDIUM,1,25,2026-01-10 21:04:43
PMLA-FB000468-SYN,PMLA-C000070-SYN,SUGGESTION,MOBILE_APP,MAIL,RE: Suggestion - Case #91223,Synthetic feedback description for testing. Type: SUGGESTION. Category: ONLINE_BANKING.,2024-07-30,RESOLVED,2024-08-28,Agent_575,LOW,5,3,2026-01-10 21:04:43
PMLA-FB000469-SYN,PMLA-C000087-SYN,PRAISE,LOAN_SERVICE,MAIL,RE: Praise - Case #53148,Synthetic feedback description for testing. Type: PRAISE. Category: ONLINE_BANKING.,2023-01-04,RESOLVED,2023-01-28,Agent_748,HIGH,4,19,2026-01-10 21:04:43
PMLA-FB000470-SYN,PMLA-C000654-SYN,INQUIRY,OTHER,PHONE,RE: Inquiry - Case #34742,Synthetic feedback description for testing. Type: INQUIRY. Category: ONLINE_BANKING.,2023-06-03,RESOLVED,2023-06-09,Agent_382,MEDIUM,5,51,2026-01-10 21:04:43
PMLA-FB000471-SYN,PMLA-C000972-SYN,COMPLAINT,BRANCH_SERVICE,BRANCH,RE: Complaint - Case #52825,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2023-06-02,RESOLVED,2023-06-28,Agent_293,MEDIUM,1,5,2026-01-10 21:04:43
PMLA-FB000472-SYN,PMLA-C000166-SYN,COMPLAINT,OTHER,SOCIAL_MEDIA,RE: Complaint - Case #34643,Synthetic feedback description for testing. Type: COMPLAINT. Category: CARD_SERVICE.,2024-09-17,RESOLVED,2024-09-25,Agent_957,MEDIUM,2,56,2026-01-10 21:04:43
PMLA-FB000473-SYN,PMLA-C000586-SYN,PRAISE,BRANCH_SERVICE,CHAT,RE: Praise - Case #99870,Synthetic feedback description for testing. Type: PRAISE. Category: ACCOUNT_SERVICE.,2023-04-02,ESCALATED,,Agent_209,MEDIUM,,67,2026-01-10 21:04:43
PMLA-FB000474-SYN,PMLA-C000741-SYN,DISPUTE,FEES_CHARGES,PHONE,RE: Dispute - Case #21453,Synthetic feedback description for testing. Type: DISPUTE. Category: FEES_CHARGES.,2024-06-09,RESOLVED,2024-06-17,Agent_452,MEDIUM,2,25,2026-01-10 21:04:43
PMLA-FB000475-SYN,PMLA-C001043-SYN,INQUIRY,MOBILE_APP,EMAIL,RE: Inquiry - Case #22797,Synthetic feedback description for testing. Type: INQUIRY. Category: LOAN_SERVICE.,2023-10-04,RESOLVED,2023-10-08,Agent_518,MEDIUM,2,1,2026-01-10 21:04:43
PMLA-FB000476-SYN,PMLA-C001038-SYN,INQUIRY,FEES_CHARGES,BRANCH,RE: Inquiry - Case #38766,Synthetic feedback description for testing. Type: INQUIRY. Category: CARD_SERVICE.,2023-02-13,RESOLVED,2023-02-23,Agent_493,MEDIUM,3,30,2026-01-10 21:04:43
PMLA-FB000477-SYN,PMLA-C000377-SYN,DISPUTE,LOAN_SERVICE,CHAT,RE: Dispute - Case #92725,Synthetic feedback description for testing. Type: DISPUTE. Category: LOAN_SERVICE.,2023-04-29,RESOLVED,2023-05-19,Agent_545,LOW,4,44,2026-01-10 21:04:43
PMLA-FB000478-SYN,PMLA-C001468-SYN,COMPLAINT,LOAN_SERVICE,CHAT,RE: Complaint - Case #86003,Synthetic feedback description for testing. Type: COMPLAINT. Category: ONLINE_BANKING.,2024-01-24,RESOLVED,2024-02-22,Agent_779,LOW,4,7,2026-01-10 21:04:43
PMLA-FB000479-SYN,PMLA-C001426-SYN,INQUIRY,BRANCH_SERVICE,PHONE,RE: Inquiry - Case #96363,Synthetic feedback description for testing. Type: INQUIRY. Category: FRAUD.,2023-02-17,RESOLVED,2023-03-11,Agent_393,CRITICAL,5,35,2026-01-10 21:04:43
PMLA-FB000480-SYN,PMLA-C001332-SYN,INQUIRY,MOBILE_APP,EMAIL,RE: Inquiry - Case #85303,Synthetic feedback description for testing. Type: INQUIRY. Category: FRAUD.,2024-04-03,RESOLVED,2024-04-28,Agent_358,LOW,3,23,2026-01-10 21:04:43
PMLA-FB000481-SYN,PMLA-C000920-SYN,COMPLAINT,FRAUD,SOCIAL_MEDIA,RE: Complaint - Case #88332,Synthetic feedback description for testing. Type: COMPLAINT. Category: MOBILE_APP.,2023-06-08,PENDING,,Agent_441,MEDIUM,,33,2026-01-10 21:04:43
PMLA-FB000482-SYN,PMLA-C001499-SYN,INQUIRY,OTHER,CHAT,RE: Inquiry - Case #97136,Synthetic feedback description for testing. Type: INQUIRY. Category: ACCOUNT_SERVICE.,2024-03-17,RESOLVED,2024-03-21,Agent_131,MEDIUM,2,37,2026-01-10 21:04:43
PMLA-FB000483-SYN,PMLA-C000419-SYN,COMPLAINT,MOBILE_APP,PHONE,RE: Complaint - Case #22371,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2024-01-31,DUPLICATE,,Agent_654,LOW,,7,2026-01-10 21:04:43
PMLA-FB000484-SYN,PMLA-C000658-SYN,COMPLAINT,MOBILE_APP,EMAIL,RE: Complaint - Case #66515,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2023-10-05,DUPLICATE,,Agent_966,MEDIUM,,10,2026-01-10 21:04:43
PMLA-FB000485-SYN,PMLA-C001018-SYN,SUGGESTION,BRANCH_SERVICE,SOCIAL_MEDIA,RE: Suggestion - Case #48454,Synthetic feedback description for testing. Type: SUGGESTION. Category: FRAUD.,2023-03-13,RESOLVED,2023-04-04,Agent_159,MEDIUM,4,25,2026-01-10 21:04:43
PMLA-FB000486-SYN,PMLA-C001342-SYN,SUGGESTION,ONLINE_BANKING,PHONE,RE: Suggestion - Case #77736,Synthetic feedback description for testing. Type: SUGGESTION. Category: FEES_CHARGES.,2024-04-15,ESCALATED,,Agent_923,MEDIUM,,64,2026-01-10 21:04:43
PMLA-FB000487-SYN,PMLA-C001048-SYN,PRAISE,LOAN_SERVICE,CHAT,RE: Praise - Case #83002,Synthetic feedback description for testing. Type: PRAISE. Category: OTHER.,2023-12-22,RESOLVED,2024-01-16,Agent_246,HIGH,1,60,2026-01-10 21:04:43
PMLA-FB000488-SYN,PMLA-C001368-SYN,COMPLAINT,OTHER,PHONE,RE: Complaint - Case #29377,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2023-06-12,RESOLVED,2023-06-14,Agent_375,MEDIUM,3,33,2026-01-10 21:04:43
PMLA-FB000489-SYN,PMLA-C000823-SYN,COMPLAINT,ONLINE_BANKING,EMAIL,RE: Complaint - Case #12145,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2023-06-01,DUPLICATE,,Agent_637,HIGH,,2,2026-01-10 21:04:43
PMLA-FB000490-SYN,PMLA-C001217-SYN,SUGGESTION,LOAN_SERVICE,MAIL,RE: Suggestion - Case #36578,Synthetic feedback description for testing. Type: SUGGESTION. Category: FEES_CHARGES.,2023-01-31,RESOLVED,2023-02-13,Agent_854,LOW,2,44,2026-01-10 21:04:43
PMLA-FB000491-SYN,PMLA-C000974-SYN,DISPUTE,FRAUD,CHAT,RE: Dispute - Case #38295,Synthetic feedback description for testing. Type: DISPUTE. Category: FEES_CHARGES.,2023-01-16,RESOLVED,2023-01-17,Agent_547,MEDIUM,3,23,2026-01-10 21:04:43
PMLA-FB000492-SYN,PMLA-C000065-SYN,PRAISE,CARD_SERVICE,SOCIAL_MEDIA,RE: Praise - Case #97555,Synthetic feedback description for testing. Type: PRAISE. Category: CARD_SERVICE.,2023-08-20,RESOLVED,2023-08-31,Agent_181,MEDIUM,1,39,2026-01-10 21:04:43
PMLA-FB000493-SYN,PMLA-C000162-SYN,SUGGESTION,LOAN_SERVICE,PHONE,RE: Suggestion - Case #64093,Synthetic feedback description for testing. Type: SUGGESTION. Category: BRANCH_SERVICE.,2023-05-28,RESOLVED,2023-06-26,Agent_923,MEDIUM,4,47,2026-01-10 21:04:43
PMLA-FB000494-SYN,PMLA-C000594-SYN,COMPLAINT,FEES_CHARGES,MAIL,RE: Complaint - Case #22955,Synthetic feedback description for testing. Type: COMPLAINT. Category: MOBILE_APP.,2023-03-04,PENDING,,Agent_315,MEDIUM,,45,2026-01-10 21:04:43
PMLA-FB000495-SYN,PMLA-C001332-SYN,COMPLAINT,FEES_CHARGES,CHAT,RE: Complaint - Case #65496,Synthetic feedback description for testing. Type: COMPLAINT. Category: FEES_CHARGES.,2024-01-24,RESOLVED,2024-02-02,Agent_381,MEDIUM,4,34,2026-01-10 21:04:43
PMLA-FB000496-SYN,PMLA-C001314-SYN,PRAISE,CARD_SERVICE,MAIL,RE: Praise - Case #17133,Synthetic feedback description for testing. Type: PRAISE. Category: MOBILE_APP.,2023-07-21,RESOLVED,2023-07-28,Agent_900,LOW,5,53,2026-01-10 21:04:43
PMLA-FB000497-SYN,PMLA-C000501-SYN,SUGGESTION,ONLINE_BANKING,EMAIL,RE: Suggestion - Case #86633,Synthetic feedback description for testing. Type: SUGGESTION. Category: LOAN_SERVICE.,2024-11-28,PENDING,,Agent_578,LOW,,28,2026-01-10 21:04:43
PMLA-FB000498-SYN,PMLA-C000119-SYN,COMPLAINT,MOBILE_APP,MAIL,RE: Complaint - Case #93915,Synthetic feedback description for testing. Type: COMPLAINT. Category: FEES_CHARGES.,2023-01-05,RESOLVED,2023-01-14,Agent_490,MEDIUM,2,38,2026-01-10 21:04:43
PMLA-FB000499-SYN,PMLA-C000805-SYN,SUGGESTION,OTHER,SOCIAL_MEDIA,RE: Suggestion - Case #78029,Synthetic feedback description for testing. Type: SUGGESTION. Category: ACCOUNT_SERVICE.,2023-07-17,RESOLVED,2023-07-18,Agent_331,LOW,3,44,2026-01-10 21:04:43
